5ht7_percentage,KEYS,SMARTS
0.0,KLEK_4413,O=c1ccn(C2CCCO2)c(=O)[nH]1
0.0,KLEK_4414,O=C1CCN2C(=C1)Nc3ccccc23
0.0,KLEK_4415,O=c1ccnc[nH]1
0.0,KLEK_4416,O=c1ccnc2ccccn12
0.0,KLEK_4418,O=c1cn[nH]c(=O)[nH]1
0.0,KLEK_4419,O=c1cn[nH]c(=S)[nH]1
0.0,KLEK_4420,O=c1cnc2ccccc2[nH]1
0.0,KLEK_4421,O=C1CNc2ccccc2N1
0.0,KLEK_4422,O=C1CNCC(=O)N1
0.0,KLEK_4423,O=C1CSC(=S)N1
0.0,KLEK_4424,O=C1CSC(N1)c2ccccc2
0.0,KLEK_4425,O=C1CS(c2ccccc12)
0.0,KLEK_4426,O=C1CS(c2ccccc2N1)
0.0,KLEK_4427,O=C1N(C(=O)c2cccc3cccc1c23)c4ccccc4
0.0,KLEK_4429,O=c1n(c2ccccc2)c(=O)c3cc4c(=O)n(c5ccccc5)c(=O)c4cc13
0.0,KLEK_4430,O=c1n(cnc2ccccc12)c3ccccc3
0.0,KLEK_4432,O=C1NC(=O)C2(CCCCC2)N1
0.0,KLEK_4433,O=C1NC(=O)C2C1C3C=CC2C4C3C(=O)NC4=O
0.0,KLEK_4434,O=C1NC(=O)C2C1C3c4ccccc4C2c5ccccc35
0.0,KLEK_4435,O=C1NC(=O)C2C3CC(C=C3)C21
0.0,KLEK_4436,O=C1NC(=O)C2C3OC(C=C3)C21
0.0,KLEK_4437,O=C1NC(=O)c2ccc(N3CCOCC3)c4cccc1c24
0.0,KLEK_4439,O=C1NC(=O)c2ccccc12
0.0,KLEK_4405,O=C1CCCc2ccsc12
0.0,KLEK_4404,O=C1CCCc2c1[nH]c3ccccc23
0.0,KLEK_4403,O=C1CCCC2=C1C(Nc3ccc4ncccc4c23)c5ccccc5
0.0,KLEK_4382,O=c1cc[nH]c(=O)[nH]1
0.0,KLEK_4368,O=C1c2ccccc2C(c3ccccc3)(c4ccccc4)c5ccccc15
0.0,KLEK_4371,O=C1C2CN3CC1CN(C2)C3
0.0,KLEK_4372,O=C1CC(=O)c2ccccc12
0.0,KLEK_4373,O=C1CC(=O)NC(=O)N1
0.0,KLEK_4374,O=C1CC(CN1)c2ccccc2
0.0,KLEK_4375,O=C1CC(N2CCCC2)C(=O)N1c3ccccc3
0.0,KLEK_4376,O=C1CC(N2CCCCC2)C(=O)N1c3ccccc3
0.0,KLEK_4377,O=C1CC(N2CCN(CC2)C3CC(=O)N(C3=O)c4ccccc4)C(=O)N1c5ccccc5
0.0,KLEK_4378,O=C1CC(N2CCN(CC2)c3ccccc3)C(=O)N1c4ccccc4
0.0,KLEK_4379,O=C1CC(N2CCN(CC2)c3ncccn3)C(=O)N1c4ccccc4
0.0,KLEK_4380,O=C1CC(N2CCNCC2)C(=O)N1c3ccccc3
0.0,KLEK_4381,O=C1CC(N2CCOCC2)C(=O)N1c3ccccc3
0.0,KLEK_4384,O=c1cc[nH]n1c2ccccc2
0.0,KLEK_4402,O=C1CCCC2=C1C(Nc3ccc4ccccc4c23)c5ccccc5
0.0,KLEK_4385,O=C1CC=NN1c2ccccc2
0.0,KLEK_4388,O=C1CCC(=O)N1c2cccc3ccccc23
0.0,KLEK_4389,O=C1CCC(=O)N1c2ccccc2
0.0,KLEK_4390,O=C1CCC(O1)c2ccccc2
0.0,KLEK_4391,O=c1ccc2c(c3ccccc3)c4ccccc4oc2c1
0.0,KLEK_4394,O=c1ccc2ccccc2s1
0.0,KLEK_4395,O=C1CCCC(=O)C1
0.0,KLEK_4397,O=C1CCCC=C1
0.0,KLEK_4398,O=C1CCCC1
0.0,KLEK_4399,O=C1CCCc2[nH]ncc12
0.0,KLEK_4400,O=C1CCCC2=C1C(C=CN2)c3ccccc3
0.0,KLEK_4401,O=C1CCCC2=C1C(C=CO2)c3ccccc3
0.0,KLEK_4440,O=C1NC(=S)SC1=C2C(=O)Nc3ccccc23
0.0,KLEK_4441,O=C1NC(=S)SC1=C2Nc3ccccc3S2
0.0,KLEK_4442,O=C1NC(=S)SC1=C2SC(=S)NC2=O
0.0,KLEK_4508,O=CCC#N
0.0,KLEK_4481,O=CC1CC21CCC2
0.0,KLEK_4482,O=Cc1cc2ccccc2oc1=O
0.0,KLEK_4486,O=Cc1ccc(cc1)S(=O)=O
0.0,KLEK_4487,O=Cc1ccc(cc1C=O)C(=O)c2ccc(C=O)c(C=O)c2
0.0,KLEK_4489,O=Cc1cccc(C=O)c1
0.0,KLEK_4495,O=Cc1ccccc1C=O
0.0,KLEK_4501,O=Cc1ccn[nH]1
0.0,KLEK_4502,O=Cc1ccncc1
0.0,KLEK_4504,O=Cc1cn[nH]c1
0.0,KLEK_4505,O=Cc1cncs1
0.0,KLEK_4506,O=Cc1csc2C(=O)CCCc12
0.0,KLEK_4507,O=Cc1csc2CCCCc12
0.0,KLEK_4509,O=CCC(NC=O)c1ccccc1
0.0,KLEK_4479,O=CC1CC1(c2ccccc2)c3ccccc3
0.0,KLEK_4510,O=CCC(S(c1ccccc1))C=O
0.0,KLEK_4512,O=CCC1(C(=O)c2ccccc2C1=O)c3ccccc3
0.0,KLEK_4513,O=CCC1(CC2CC3CC(C2)C1)C3
0.0,KLEK_4516,O=CCc1ccccc1C=O
0.0,KLEK_4517,O=CCCC(=O)OCC=O
0.0,KLEK_4522,O=CCCCc1ccccc1
0.0,KLEK_4523,O=CCCCCC=O
0.0,KLEK_4525,O=CCCCNC(=S)SCC=O
0.0,KLEK_4526,O=CCCNC(=S)SCC=O
0.0,KLEK_4527,O=CCn1ccc(=NCc2ccccc2)cc1
0.0,KLEK_4528,O=CCNC(=O)SCC=O
0.0,KLEK_4529,O=CCNC(=S)SCC=O
0.0,KLEK_4480,O=CC1CC1c2ccccc2
0.0,KLEK_4478,O=CC1CC1
0.0,KLEK_4443,O=C1NC(=S)SC1=Cc2ccccc2
0.0,KLEK_4461,O=C1OC2(CCCCC2)C=C1
0.0,KLEK_4444,O=C1NC(c2ccccc12)(c3ccccc3)c4ccccc4
0.0,KLEK_4446,O=C1NC=CC(N1)c2ccccc2
0.0,KLEK_4448,O=C1Nc2ccccc2C1=C3SC(=S)N(C3=O)c4ccccc4
0.0,KLEK_4449,O=C1Nc2ccccc2C1=O
0.0,KLEK_4450,O=C1NC2NC(=O)NC2N1
0.0,KLEK_4453,O=C1NCCc2c1[nH]c3ccccc23
0.0,KLEK_4454,O=c1ncccn1c2ccccc2
0.0,KLEK_4455,O=C1NCCN1c2cccc3ccccc23
0.0,KLEK_4457,O=C1NN=C(CC1c2c[nH]c3ccccc23)c4ccccc4
0.0,KLEK_4458,O=C1OC(=O)c2ccccc12
0.0,KLEK_4459,O=C1OC(c2ccccc12)(c3ccccc3)c4ccccc4
0.0,KLEK_4460,O=c1oc(nc2ccccc12)c3ccccc3
0.0,KLEK_4462,O=c1oc2ccccc2c3[nH]nnc13
0.0,KLEK_4477,O=CC1C2CCCCC12
0.0,KLEK_4463,O=C1OCc2ccccc12
0.0,KLEK_4464,O=c1occcc1C2=Nc3ccccc3SC(C2)c4ccccc4
0.0,KLEK_4465,O=c1occcc1C2=NCCSC(C2)c3ccccc3
0.0,KLEK_4466,O=c1ocnc2ccccc12
0.0,KLEK_4467,O=CC(=O)c1ccccc1
0.0,KLEK_4468,O=CC(C=O)C1CCCCC1
0.0,KLEK_4470,O=CC(Cc1ccccc1)C=O
0.0,KLEK_4472,O=CC1(CC2CC3C1)CC(C2)CC3
0.0,KLEK_4473,O=CC1(CC2CC3CC(C2)C1)C3
0.0,KLEK_4474,O=CC1C(C=O)C2c3ccccc3C1c4ccccc24
0.0,KLEK_4475,O=CC1C(C=O)N2C(C(C=O)C(C=O)N2C1c3ccccc3)c4ccccc4
0.0,KLEK_4476,O=Cc1c[nH]c2nc3ccccc3nc12
0.0,KLEK_4367,O=C1c2ccccc2C(=O)c3ccccc13
0.0,KLEK_4365,O=C1C2C3OC(C=C3)C2C(=O)N1c4ccccc4
0.0,KLEK_4532,O=CCOC=O
0.0,KLEK_4364,O=C1C2C3CC(C=C3)C2C(=O)N1c4ccccc4
0.0,KLEK_4219,NC(=S)NCC=O
0.0,KLEK_4220,NC(=S)NN=C
0.0,KLEK_4221,NC(=S)NN=C1C(=O)Nc2ccccc12
0.0,KLEK_4222,NC(=S)NNC=O
0.0,KLEK_4223,NC(=S)SCC=O
0.0,KLEK_4224,NC(CO)CO
0.0,KLEK_4225,NC(NC(=O)CF)C(Cl)(Cl)Cl
0.0,KLEK_4226,NC(NC(=O)N)C(Cl)(Cl)Cl
0.0,KLEK_4227,NC(NC=O)C(Br)(Br)Br
0.0,KLEK_4228,NC(NC=O)C(Cl)(Cl)Cl
0.0,KLEK_4229,NC(NC=O)C=O
0.0,KLEK_4231,NC=C1C(=O)CCCC1=O
0.0,KLEK_4232,NC=C1C(=O)CNC1=O
0.0,KLEK_4233,NC=C1C(=O)N(C(=O)c2ccccc12)c3ccccc3
0.0,KLEK_4234,NC=C1C(=O)NC(=O)NC1=O
0.0,KLEK_4235,NC=C1SC(=S)NC1=O
0.0,KLEK_4237,NC=S
0.0,KLEK_4238,NC1=CC(=O)c2ccccc2C1=O
0.0,KLEK_4239,Nc1ccc([N+](=O)[O-])c2nonc12
0.0,KLEK_4241,Nc1ccc(Br)cc1C=O
0.0,KLEK_4247,Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
0.0,KLEK_4250,Nc1ccc(Cl)cc1C=O
0.0,KLEK_4252,Nc1ccc(I)cc1
0.0,KLEK_4265,Nc1ccccc1C(=O)O
0.0,KLEK_4270,Nc1cnon1
0.0,KLEK_4271,Nc1nc(Cl)nc(Cl)n1
0.0,KLEK_4272,Nc1nc(cs1)c2ccccc2
0.0,KLEK_4218,NC(=S)Nc1ccc(cc1)S(=O)=O
0.0,KLEK_4217,NC(=S)NC=O
0.0,KLEK_4216,NC(=S)NC(NC=O)C(Cl)(Cl)Cl
0.0,KLEK_4200,NC(=O)NNC=O
0.0,KLEK_4185,NC(=O)CCCC(=O)OCC#C
0.0,KLEK_4186,NC(=O)CCCCCCC(=O)N
0.0,KLEK_4187,NC(=O)CCCO
0.0,KLEK_4188,NC(=O)CCl
0.0,KLEK_4189,NC(=O)CCNC(=O)C(F)(F)F
0.0,KLEK_4191,NC(=O)CS
0.0,KLEK_4193,NC(=O)NC(=O)C(Cl)(Cl)Cl
0.0,KLEK_4194,NC(=O)NC(=O)N
0.0,KLEK_4195,NC(=O)NC(CC=O)C(Cl)(Cl)Cl
0.0,KLEK_4197,NC(=O)NN=C
0.0,KLEK_4198,NC(=O)NN=C1C(=O)Nc2ccccc12
0.0,KLEK_4199,NC(=O)NN=Cc1ccccc1
0.0,KLEK_4201,NC(=O)NO
0.0,KLEK_4215,NC(=S)NC(NC(=O)CF)C(Cl)(Cl)Cl
0.0,KLEK_4202,NC(=O)NS(=O)(=O)N
0.0,KLEK_4203,NC(=O)NS(=O)=O
0.0,KLEK_4205,NC(=O)OCCNS(=O)=O
0.0,KLEK_4206,NC(=O)ON=C
0.0,KLEK_4207,NC(=O)SCC=O
0.0,KLEK_4208,NC(=S)N
0.0,KLEK_4209,NC(=S)NC(=O)C=C
0.0,KLEK_4210,NC(=S)NC(=O)C=Cc1ccc(F)cc1
0.0,KLEK_4211,NC(=S)NC(=O)C=Cc1ccccc1
0.0,KLEK_4212,NC(=S)NC(=O)C=Cc1ccco1
0.0,KLEK_4213,NC(=S)NC(NC(=O)C=C)C(Cl)(Cl)Cl
0.0,KLEK_4214,NC(=S)NC(NC(=O)C=Cc1ccccc1)C(Cl)(Cl)Cl
0.0,KLEK_4275,Nc1ncn[nH]1
0.0,KLEK_4276,Nc1ncnc(Cl)n1
0.0,KLEK_4277,Nc1ncnc(n1)N2CCOCC2
0.0,KLEK_4350,O=c1[nH]ncc2ccccc12
0.0,KLEK_4336,O=C(c1ccccc1)c2cnncc2
0.0,KLEK_4337,O=C(NN=Cc1ccccc1)c2ccccc2
0.0,KLEK_4338,O=C(NNC(=O)c1ccccc1)c2ccccc2
0.0,KLEK_4339,O=c1[nH][nH]c(=O)c2ccccc12
0.0,KLEK_4340,O=c1[nH]c(=O)[nH]c(=O)[nH]1
0.0,KLEK_4341,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
0.0,KLEK_4342,O=c1[nH]c(=O)c2cc3c(=O)[nH]c(=O)c3cc12
0.0,KLEK_4343,O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1
0.0,KLEK_4344,O=c1[nH]c(nc2ccccc12)c3ccccc3
0.0,KLEK_4345,O=c1[nH]c2ccccc2[nH]1
0.0,KLEK_4348,O=c1[nH]cnc2n(cnc12)C3CCCO3
0.0,KLEK_4349,O=c1[nH]cnc2sc3CCCCc3c12
0.0,KLEK_4351,O=C1C(=Cc2ccccc12)c3ccccc3
0.0,KLEK_4333,O=C(C(=O)c1ccccc1)c2ccccc2
0.0,KLEK_4352,O=C1C(C(=O)c2ccccc12)C3=CC(C(N=N3)c4ccccc4)c5ccccc5
0.0,KLEK_4353,O=C1C(C(=O)c2ccccc12)c3ccccc3
0.0,KLEK_4354,O=c1c(coc2ccccc12)c3ccc4OCCOc4c3
0.0,KLEK_4355,O=c1c(coc2ccccc12)c3ccccc3
0.0,KLEK_4356,O=c1c(coc2ccccc12)c3nc4ccccc4[nH]3
0.0,KLEK_4357,O=C1C=C(C(=O)c2ccccc12)c3ccccc3
0.0,KLEK_4358,O=C1C=CC(=O)C=C1
0.0,KLEK_4359,O=C1C=CC(=O)c2ccccc12
0.0,KLEK_4360,O=C1C=CC(=O)N1c2ccccc2
0.0,KLEK_4361,O=C1C2C(C(C=CC2c3ccccc3)c4ccccc4)C(=O)N1c5ccccc5
0.0,KLEK_4362,O=C1C2C(C3C=CC2C4C3C(=O)N(C4=O)c5ccccc5)C(=O)N1c6ccccc6
0.0,KLEK_4363,O=C1C2C(C3c4ccccc4C2c5ccccc35)C(=O)N1c6ccccc6
0.0,KLEK_4334,O=C(C=Cc1ccccc1)c2ccccc2
0.0,KLEK_4332,O=[SH2]=O
0.0,KLEK_4279,Nc1nncs1
0.0,KLEK_4308,NN=C1C=NNC1=O
0.0,KLEK_4281,NCC(=O)NN=C
0.0,KLEK_4291,NCCCC(=O)O
0.0,KLEK_4296,NCN1C(=O)c2ccccc2C1=O
0.0,KLEK_4297,NCN1C(=O)CCC1=O
0.0,KLEK_4298,NCn1cnc2ccccc12
0.0,KLEK_4299,NCn1nnc2ccccc12
0.0,KLEK_4302,NN=C1C(=O)NC(=O)NC1=O
0.0,KLEK_4303,NN=C1C(=O)NC(=S)NC1=O
0.0,KLEK_4304,NN=C1C(=O)Nc2ccccc12
0.0,KLEK_4305,NN=C1C(C(=NN)c2ccccc12)c3ccccc3
0.0,KLEK_4306,NN=C1C=NN(C1=O)c2ccccc2
0.0,KLEK_4307,NN=C1C=NN(C1=O)c2nc(cs2)c3ccccc3
0.0,KLEK_4309,NN=CN=N
0.0,KLEK_4331,O[NH2]=O
0.0,KLEK_4310,NN=N
0.0,KLEK_4311,Nn1cnnc1
0.0,KLEK_4312,NNC(=O)c1ccccc1
0.0,KLEK_4313,NNC(=O)CO
0.0,KLEK_4314,NNC(=O)N
0.0,KLEK_4315,NNC(=S)N
0.0,KLEK_4316,NNC=O
0.0,KLEK_4317,NNc1ccccc1
0.0,KLEK_4321,NS(=O)(=O)c1ccc(cc1)[N+](=O)[O-]
0.0,KLEK_4324,NS(=O)(=O)c1cccc2nsnc12
0.0,KLEK_4326,NS(=O)(=O)c1ccccc1[N+](=O)[O-]
0.0,KLEK_4329,NS(c1ccccc1[N+](=O)[O-])
0.0,KLEK_4531,O=CCOC(=O)CCS(=O)=O
0.0,KLEK_4533,O=CCSC(=S)Nc1ccccc1
0.0,KLEK_3310,CC(=O)NN=Cc1c[nH]c2ccccc12
0.0,KLEK_4680,OC(=O)CS
0.0,KLEK_4721,Oc1ccc(cc1)C(c2ccccc2)(c3ccccc3)c4ccc(O)cc4
0.0,KLEK_4722,Oc1ccc(cc1)C(O)(c2ccccc2)c3ccccc3
0.0,KLEK_4723,Oc1ccc(cc1)S(=O)(=O)c2ccc(O)cc2
0.0,KLEK_4725,Oc1ccc(cc1C=N)[N+](=O)[O-]
0.0,KLEK_4726,Oc1ccc(cc1C=NNC=O)[N+](=O)[O-]
0.0,KLEK_4730,Oc1ccc(Cl)cc1C=NNC=O
0.0,KLEK_4736,Oc1ccc2[nH]c3CCCCc3c2c1
0.0,KLEK_4738,Oc1ccc2C(=O)OC(=O)c2c1
0.0,KLEK_4740,Oc1ccc2ccccc2c1C=N
0.0,KLEK_4741,Oc1ccc2ccccc2c1C=Nc3ccccc3
0.0,KLEK_4742,Oc1ccc2ccccc2c1C=NNC=O
0.0,KLEK_4743,Oc1ccc2ccccc2c1Cc3c(O)ccc4ccccc34
0.0,KLEK_4744,Oc1ccc2ccccc2c1Cc3ccccc3
0.0,KLEK_4747,Oc1cccc(c1)[N+](=O)[O-]
0.0,KLEK_4749,Oc1cccc(NC(=S)NCC(Cl)(Cl)Cl)c1
0.0,KLEK_4752,Oc1cccc(O)c1O
0.0,KLEK_4757,Oc1ccccc1[N+](=O)[O-]
0.0,KLEK_4761,Oc1ccccc1C=NNC=O
0.0,KLEK_4763,Oc1ccccc1Cc2ccccc2
0.0,KLEK_4767,Oc1ccccc1NC(=S)NCC(Cl)(Cl)Cl
0.0,KLEK_4770,Oc1ccccc1S(=O)(=O)O
0.0,KLEK_4771,Oc1cccnc1
0.0,KLEK_4772,OC1CCS(=O)(=O)C1
0.0,KLEK_4774,OCC(=O)c1ccc(Br)cc1
0.0,KLEK_4775,OCC(=O)c1ccc(cc1)[N+](=O)[O-]
0.0,KLEK_4776,OCC(=O)c1ccc(Cl)cc1
0.0,KLEK_4777,OCC(=O)c1ccccc1
0.0,KLEK_4720,Oc1ccc(cc1)C(=O)NN=Cc2ccccc2
0.0,KLEK_4719,Oc1ccc(cc1)C(=O)c2ccccc2
0.0,KLEK_4718,Oc1ccc(cc1)[N+](=O)[O-]
0.0,KLEK_4696,OC1C(=O)Nc2ccccc12
0.0,KLEK_4682,OC(=O)CSC(CC=O)C=O
0.0,KLEK_4683,OC(=O)NC(=O)CCBr
0.0,KLEK_4684,OC(C(F)(F)F)C(F)(F)F
0.0,KLEK_4685,OC(C=O)(c1ccc(Br)cc1)c2ccc(Br)cc2
0.0,KLEK_4686,OC(C=O)(c1ccccc1)C(F)(F)F
0.0,KLEK_4687,OC(C=O)(c1ccccc1)c2ccccc2
0.0,KLEK_4688,OC(CC=C)CC=C
0.0,KLEK_4689,OC(F)(F)C(F)Cl
0.0,KLEK_4690,OC(F)(F)C(F)F
0.0,KLEK_4692,OC(NC=O)C(Br)(Br)Br
0.0,KLEK_4693,OC(NC=O)C(Cl)(Cl)Cl
0.0,KLEK_4695,OC1(CC2CC3CC(C2)C1)C3
0.0,KLEK_4697,Oc1c(Br)cccc1Br
0.0,KLEK_4715,Oc1ccc(C=NNC=O)cc1
0.0,KLEK_4698,Oc1c(C=O)c(=O)oc2ccccc12
0.0,KLEK_4699,Oc1c(CC=C)cccc1C=NNC=O
0.0,KLEK_4700,Oc1c(Cl)cc(Cl)cc1C=N
0.0,KLEK_4701,Oc1c(F)c(F)c(O)c(F)c1F
0.0,KLEK_4702,Oc1c(F)c(F)cc(F)c1F
0.0,KLEK_4703,Oc1cc(=O)[nH]cn1
0.0,KLEK_4704,Oc1cc(=O)oc2ccccc12
0.0,KLEK_4705,Oc1cc(=O)sc2ccccc12
0.0,KLEK_4706,Oc1cc(cc2ccccc12)S(=O)(=O)O
0.0,KLEK_4709,Oc1ccc(Br)cc1Br
0.0,KLEK_4710,Oc1ccc(Br)cc1C=N
0.0,KLEK_4714,Oc1ccc(C=NNC=O)c(O)c1
0.0,KLEK_4778,OCC(=O)NC(=O)O
0.0,KLEK_4779,OCC(=O)NN=C
0.0,KLEK_4780,OCC(=O)NN=C1C(=O)Nc2ccc(cc12)[N+](=O)[O-]
0.0,KLEK_4838,OS(=O)(=O)c1ccccc1
0.0,KLEK_4818,OCCC(O)c1ccc(cc1)[N+](=O)[O-]
0.0,KLEK_4820,OCCCC=O
0.0,KLEK_4822,OCCCNC=O
0.0,KLEK_4824,OCCN(CCO)S(=O)=O
0.0,KLEK_4826,OCCNCCO
0.0,KLEK_4829,OCCOC=O
0.0,KLEK_4830,OCCS
0.0,KLEK_4831,OCCS(=O)=O
0.0,KLEK_4834,ONC=O
0.0,KLEK_4835,OP(=O)(O)O
0.0,KLEK_4836,OS(=O)(=O)c1ccc(NN=C(C=O)C=O)cc1
0.0,KLEK_4837,OS(=O)(=O)c1ccc(NN=Cc2ccccc2)cc1
0.0,KLEK_4839,OS(=O)(=O)CCCS
0.0,KLEK_4816,OCC1OCC(O)C(O)C1O
0.0,KLEK_4840,OS(=O)(=O)CCS
0.0,KLEK_4843,S=C(Nc1ccccc1)Nc2ccccc2
0.0,KLEK_4844,S=c1[nH]c2ccccc2[nH]1
0.0,KLEK_4845,S=c1[nH]c2ccccc2o1
0.0,KLEK_4846,S=c1[nH]c2ccccc2s1
0.0,KLEK_4847,S=C1NC=CC(N1)c2ccccc2
0.0,KLEK_4848,SC(=N)NN=C
0.0,KLEK_4849,SC(=O)c1ccccc1
0.0,KLEK_4850,SC(NC=O)C(Cl)(Cl)Cl
0.0,KLEK_4851,SC=O
0.0,KLEK_4854,SCC(=O)NN=C
0.0,KLEK_4855,SCC=O
0.0,KLEK_4817,OCC1OCC(O)C1O
0.0,KLEK_4815,OCc1nc2ccccc2[nH]1
0.0,KLEK_4781,OCC(=O)NN=C1C(=O)Nc2ccccc12
0.0,KLEK_4794,OCC(=O)NN=Cc1cccc(c1)[N+](=O)[O-]
0.0,KLEK_4782,OCC(=O)NN=CC=C
0.0,KLEK_4783,OCC(=O)NN=CC=Cc1cccc(c1)[N+](=O)[O-]
0.0,KLEK_4784,OCC(=O)NN=Cc1c(Cl)cccc1Cl
0.0,KLEK_4785,OCC(=O)NN=Cc1c(O)ccc2ccccc12
0.0,KLEK_4786,OCC(=O)NN=Cc1cc(ccc1O)[N+](=O)[O-]
0.0,KLEK_4787,OCC(=O)NN=Cc1cc(I)ccc1O
0.0,KLEK_4788,OCC(=O)NN=Cc1cc(N=Nc2ccccc2)ccc1O
0.0,KLEK_4789,OCC(=O)NN=Cc1cc2ccccc2nc1Cl
0.0,KLEK_4790,OCC(=O)NN=Cc1cc2OCOc2cc1[N+](=O)[O-]
0.0,KLEK_4791,OCC(=O)NN=Cc1ccc(O)c(c1)[N+](=O)[O-]
0.0,KLEK_4792,OCC(=O)NN=Cc1ccc(O)cc1
0.0,KLEK_4793,OCC(=O)NN=Cc1ccc(s1)[N+](=O)[O-]
0.0,KLEK_4795,OCC(=O)NN=Cc1cccc(O)c1
0.0,KLEK_4814,OCc1ccccc1C=O
0.0,KLEK_4796,OCC(=O)NN=Cc1cccc2ccccc12
0.0,KLEK_4797,OCC(=O)NN=Cc1ccccc1
0.0,KLEK_4798,OCC(=O)NN=Cc1ccccc1[N+](=O)[O-]
0.0,KLEK_4799,OCC(=O)NN=Cc1ccccc1Cl
0.0,KLEK_4800,OCC(=O)NN=Cc1ccccc1O
0.0,KLEK_4801,OCC(=O)NNC=O
0.0,KLEK_4803,OCC(=O)OCC=O
0.0,KLEK_4805,OCC(Cl)(Cl)Cl
0.0,KLEK_4806,OCC(CO)(CO)NC=O
0.0,KLEK_4808,OCC(O)CNS(=O)(=O)O
0.0,KLEK_4809,OCC=C
0.0,KLEK_4813,OCc1ccccc1C(=O)Cc2ccccc2
0.0,KLEK_4681,OC(=O)CS(=O)=O
0.0,KLEK_4679,OC(=O)CNS(=O)=O
0.0,KLEK_4534,O=CCSC(=S)NCc1ccccc1
0.0,KLEK_4678,OC(=O)CNCC(=O)O
0.0,KLEK_4574,O=CNN=Cc1ccncc1
0.0,KLEK_4575,O=CNN=Cc1nc2ccccc2[nH]1
0.0,KLEK_4576,O=CNn1cnnc1
0.0,KLEK_4577,O=CNNC(=S)NC=O
0.0,KLEK_4578,O=CNNC=O
0.0,KLEK_4579,O=CNNS(=O)=O
0.0,KLEK_4581,O=COc1ccc2ccccc2c1
0.0,KLEK_4582,O=COc1ccccc1
0.0,KLEK_4583,O=COCC#C
0.0,KLEK_4584,O=P1OCCCO1
0.0,KLEK_4586,O=S(=O)c1ccc(cc1)C2CCCCC2
0.0,KLEK_4587,O=S(=O)c1ccc(S(c2ccc(cc2)S(=O)=O))cc1
0.0,KLEK_4589,O=S(=O)c1cccc2nsnc12
0.0,KLEK_4591,O=S(=O)C1CCS(=O)(=O)C1
0.0,KLEK_4594,O=S(=O)N1CCOCC1
0.0,KLEK_4595,O=S(=O)n1cnc2ccccc12
0.0,KLEK_4596,O=S(=O)Nc1cccc2cccnc12
0.0,KLEK_4597,O=S(=O)NC1CCCCC1
0.0,KLEK_4598,O=S(=O)Nc1ccccn1
0.0,KLEK_4599,O=S(=O)Nc1cnc2ccccc2n1
0.0,KLEK_4600,O=S(=O)Nc1nccs1
0.0,KLEK_4602,O=S1(=O)c2ccccc2-c3ccccc31
0.0,KLEK_4603,O=S1(=O)CC(CS(=O)(=O)C1)c2ccccc2
0.0,KLEK_4604,O=S1(=O)CCC=C1
0.0,KLEK_4605,O=S1(=O)CCCC1
0.0,KLEK_4606,O1C=CC(c2cn[nH]c12)c3ccccc3
0.0,KLEK_4608,OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
0.0,KLEK_4573,O=CNN=Cc1cccs1
0.0,KLEK_4572,O=CNN=Cc1ccco1
0.0,KLEK_4571,O=CNN=Cc1cccnc1
0.0,KLEK_4555,O=CNCCCCNC=O
0.0,KLEK_4535,O=CCSC(CC=O)C=O
0.0,KLEK_4539,O=CN1CCCCCC1
0.0,KLEK_4542,O=Cn1cnc2ccccc12
0.0,KLEK_4543,O=Cn1nnc2ccccc12
0.0,KLEK_4544,O=CNC=S
0.0,KLEK_4545,O=CNc1cc2CCCCc2s1
0.0,KLEK_4546,O=CNc1ccc(cc1)S(=O)=O
0.0,KLEK_4548,O=CNc1ccc(S(c2ccccc2))cc1
0.0,KLEK_4549,O=CNc1ccc2ccccc2c1
0.0,KLEK_4552,O=CNc1ccccc1c2nc3ccccc3s2
0.0,KLEK_4553,O=CNc1nc2ccccc2s1
0.0,KLEK_4554,O=CNCCCCCCNC=O
0.0,KLEK_4557,O=CNCCOC=O
0.0,KLEK_4570,O=CNN=Cc1ccccc1
0.0,KLEK_4558,O=CNCNC=O
0.0,KLEK_4559,O=CNCOC=O
0.0,KLEK_4560,O=CNN=C1C(=O)Nc2ccccc12
0.0,KLEK_4561,O=CNN=C1CCCC1
0.0,KLEK_4562,O=CNN=C1CCCCC1
0.0,KLEK_4563,O=CNN=CC=Cc1ccccc1
0.0,KLEK_4564,O=CNN=CC=NNC=O
0.0,KLEK_4565,O=CNN=Cc1c[nH]c2ccccc12
0.0,KLEK_4566,O=CNN=Cc1ccc(cc1)c2ccccc2
0.0,KLEK_4567,O=CNN=Cc1ccc[nH]1
0.0,KLEK_4568,O=CNN=Cc1ccc2OCOc2c1
0.0,KLEK_4569,O=CNN=Cc1cccc2ccccc12
0.0,KLEK_4610,OC(=O)C=CC(=O)NNC=O
0.0,KLEK_4611,OC(=O)C=Cc1ccccc1
0.0,KLEK_4612,OC(=O)C1(CC2CC3CC(C2)C1)C3
0.0,KLEK_4662,OC(=O)CCC=O
0.0,KLEK_4648,OC(=O)c1ccccc1NC=O
0.0,KLEK_4650,OC(=O)C1CCCN1
0.0,KLEK_4651,OC(=O)c1ccco1
